,ABUNDANCE,GENUS_SPECIES,PLOT,YEAR
56302,3,Gasterosteidae,185,2007
56303,3,Gasterosteidae,185,2008
56311,4,Gasterosteidae,185,1998
56312,4,Gasterosteidae,185,2002
56313,4,Gasterosteidae,185,2003
56314,4,Gasterosteidae,185,2005
56321,5,Gasterosteidae,185,2000
56328,1,Carcinus maenas,185,1996
56333,2,Carcinus maenas,185,1997
56334,2,Carcinus maenas,185,1998
56345,3,Carcinus maenas,185,1995
56376,3,Palaemon adspersus,185,1999
56377,3,Palaemon adspersus,185,2005
56378,3,Palaemon adspersus,185,2007
56379,3,Palaemon adspersus,185,2008
56399,4,Palaemon adspersus,185,1995
56400,4,Palaemon adspersus,185,2000
56401,4,Palaemon adspersus,185,2003
56402,4,Palaemon adspersus,185,2004
56403,4,Palaemon adspersus,185,2006
56414,5,Palaemon adspersus,185,1996
56415,5,Palaemon adspersus,185,1997
56416,5,Palaemon adspersus,185,1998
56417,5,Palaemon adspersus,185,2001
56459,3,Gobiusculus flavescens,185,1995
56460,3,Gobiusculus flavescens,185,2001
56461,3,Gobiusculus flavescens,185,2007
56471,4,Gobiusculus flavescens,185,2006
56474,5,Gobiusculus flavescens,185,1997
56475,5,Gobiusculus flavescens,185,1998
56476,5,Gobiusculus flavescens,185,2003
56477,5,Gobiusculus flavescens,185,2008
56516,3,Sygnathus typhle,185,1997
56517,3,Sygnathus typhle,185,2002
56518,3,Sygnathus typhle,185,2007
56524,4,Sygnathus typhle,185,2000
56525,4,Sygnathus typhle,185,2003
56526,4,Sygnathus typhle,185,2004
56530,5,Sygnathus typhle,185,1996
56531,5,Sygnathus typhle,185,1998
56532,5,Sygnathus typhle,185,1999
56533,5,Sygnathus typhle,185,2001
56534,5,Sygnathus typhle,185,2006
56546,1,Spinachia spinachia,185,1998
56547,1,Spinachia spinachia,185,2001
56550,2,Spinachia spinachia,185,1995
56551,2,Spinachia spinachia,185,1999
56578,5,Spinachia spinachia,185,1996
56587,2,Gadus morhua,185,2004
56598,2,Gadus morhua,185,1996
56599,2,Gadus morhua,185,2000
56600,2,Gadus morhua,185,2003
56607,4,Gadus morhua,185,1995
56611,4,Gadus morhua,185,2001
56612,6,Gadus morhua,185,2005
56618,7,Gadus morhua,185,1998
56640,17,Gadus morhua,185,2007
56658,1,Gadus morhua,185,2008
56668,1,Scorpaenidae,185,1995
57096,1,Anguilla anguilla,191,1995
57111,4,Anguilla anguilla,191,1996
57126,3,Ctenolabrus rupestris,191,1996
57127,3,Ctenolabrus rupestris,191,2006
57128,3,Ctenolabrus rupestris,191,2008
57133,1,Cyanea capillata,191,2001
57140,2,Cyanea capillata,191,1996
57145,5,Cyanea capillata,191,1999
57147,6,Cyanea capillata,191,1997
57148,6,Cyanea capillata,191,2005
57149,6,Cyanea capillata,191,2006
57151,8,Cyanea capillata,191,1995
57153,9,Cyanea capillata,191,2004
57157,12,Cyanea capillata,191,1998
57159,13,Cyanea capillata,191,2008
57161,18,Cyanea capillata,191,2000
57170,1,Sprattus sprattus,191,2006
57181,4,Sprattus sprattus,191,2005
57184,2,Aurelia aurita,191,2004
57188,1,Symphodus melops,191,1995
57189,1,Symphodus melops,191,1996
57190,1,Symphodus melops,191,2008
57197,4,Symphodus melops,191,1999
57198,1,Crangon crangon,191,1995
57200,2,Crangon crangon,191,1999
57201,2,Crangon crangon,191,2002
57206,1,Merlangius merlangus,191,1995
57213,2,Merlangius merlangus,191,1998
57214,2,Merlangius merlangus,191,2004
57219,3,Merlangius merlangus,191,1996
57220,3,Merlangius merlangus,191,2003
57223,4,Merlangius merlangus,191,2008
57226,5,Merlangius merlangus,191,1997
57228,7,Merlangius merlangus,191,2002
57230,11,Merlangius merlangus,191,2001
57235,20,Merlangius merlangus,191,2005
57236,25,Merlangius merlangus,191,2006
57241,1,Eutrigla gurnardus,191,1998
57242,1,Eutrigla gurnardus,191,2001
57243,1,Eutrigla gurnardus,191,2006
57247,2,Crystallogobius linearis,191,1997
57248,2,Crystallogobius linearis,191,1999
57249,2,Crystallogobius linearis,191,2003
57250,2,Crystallogobius linearis,191,2007
57256,3,Crystallogobius linearis,191,2005
57257,4,Crystallogobius linearis,191,2006
57260,1,Scomber scombrus,191,1998
57263,2,Manetyngel unknown,191,2001
57264,2,Manetyngel unknown,191,2004
57269,4,Manetyngel unknown,191,2008
57272,5,Manetyngel unknown,191,2007
57293,3,Pomatoschistus minutus,191,1996
57294,3,Pomatoschistus minutus,191,1997
57295,3,Pomatoschistus minutus,191,1998
57296,3,Pomatoschistus minutus,191,1999
57297,3,Pomatoschistus minutus,191,2000
57298,3,Pomatoschistus minutus,191,2001
57299,3,Pomatoschistus minutus,191,2002
57300,3,Pomatoschistus minutus,191,2003
57301,3,Pomatoschistus minutus,191,2004
57302,3,Pomatoschistus minutus,191,2005
57303,3,Pomatoschistus minutus,191,2006
57304,3,Pomatoschistus minutus,191,2007
57305,3,Pomatoschistus minutus,191,2008
57333,1,Salmo trutta,191,2005
57341,2,Polioptila caerulea,191,1996
57343,2,Asteroidea,191,2003
57355,3,Asteroidea,191,1998
57356,3,Asteroidea,191,2005
57365,1,Platichthys flesus,191,2007
57366,1,Platichthys flesus,191,2008
57370,2,Platichthys flesus,191,1996
57371,2,Platichthys flesus,191,2000
57385,3,Platichthys flesus,191,1995
57390,1,Phrynorhombus norvegicus,191,1996
57391,1,Phrynorhombus norvegicus,191,1998
57392,1,Gasterosteidae,191,2006
57397,2,Gasterosteidae,191,2008
57413,1,Carcinus maenas,191,1996
57414,2,Carcinus maenas,191,2004
57415,2,Carcinus maenas,191,2005
57422,3,Carcinus maenas,191,2003
57430,2,Palaemon adspersus,191,1998
57431,2,Palaemon adspersus,191,1999
57432,2,Palaemon adspersus,191,2000
57433,2,Palaemon adspersus,191,2006
57441,2,Gobiusculus flavescens,191,1995
57442,2,Gobiusculus flavescens,191,2005
57443,2,Gobiusculus flavescens,191,2006
57444,2,Gobiusculus flavescens,191,2007
57463,1,Gadus morhua,191,2001
57464,1,Gadus morhua,191,2003
57465,1,Gadus morhua,191,2008
57470,3,Gadus morhua,191,1997
57471,3,Gadus morhua,191,2005
57483,5,Gadus morhua,191,2004
57486,7,Gadus morhua,191,1998
57489,10,Gadus morhua,191,1999
57497,24,Gadus morhua,191,1996
57498,25,Gadus morhua,191,2007
57509,7,Gadus morhua,191,1995
57519,1,Anguilla anguilla,192,1998
57527,2,Anguilla anguilla,192,1996
57544,3,Ctenolabrus rupestris,192,1998
57545,3,Ctenolabrus rupestris,192,1999
57546,3,Ctenolabrus rupestris,192,2000
57547,3,Ctenolabrus rupestris,192,2001
57548,3,Ctenolabrus rupestris,192,2002
57549,3,Ctenolabrus rupestris,192,2003
57550,3,Ctenolabrus rupestris,192,2004
57551,3,Ctenolabrus rupestris,192,2005
57552,3,Ctenolabrus rupestris,192,2006
57553,3,Ctenolabrus rupestris,192,2008
57558,1,Labrus bergylta,192,1995
57559,1,Labrus bergylta,192,2005
57560,2,Labrus bergylta,192,1996
57574,3,Cyanea capillata,192,2006
57576,4,Cyanea capillata,192,1999
57579,5,Cyanea capillata,192,1998
57580,5,Cyanea capillata,192,2004
57581,5,Cyanea capillata,192,2005
57583,6,Cyanea capillata,192,1995
57584,6,Cyanea capillata,192,2008
57591,10,Cyanea capillata,192,2000
57595,19,Cyanea capillata,192,1997
57606,1,Sprattus sprattus,192,2003
57609,3,Sprattus sprattus,192,2001
57611,4,Sprattus sprattus,192,1998
57616,1,Callionymus lyra,192,1997
57617,1,Callionymus lyra,192,2008
57620,4,Aurelia aurita,192,2004
57622,1,Centrolabrus exoletus,192,2004
57626,1,Symphodus melops,192,1995
57627,1,Symphodus melops,192,2004
57628,1,Symphodus melops,192,2005
57636,3,Symphodus melops,192,1996
57637,3,Symphodus melops,192,1999
57638,3,Symphodus melops,192,2000
57639,3,Symphodus melops,192,2001
57640,3,Symphodus melops,192,2008
57645,5,Symphodus melops,192,2006
57653,1,Merlangius merlangus,192,1995
57659,2,Merlangius merlangus,192,2000
57662,3,Merlangius merlangus,192,2007
57667,6,Merlangius merlangus,192,1997
57669,14,Merlangius merlangus,192,2002
57670,14,Merlangius merlangus,192,2008
57672,15,Merlangius merlangus,192,1998
57673,17,Merlangius merlangus,192,2004
57676,29,Merlangius merlangus,192,1996
57679,33,Merlangius merlangus,192,2005
57681,41,Merlangius merlangus,192,2001
57683,50,Merlangius merlangus,192,2006
57686,137,Merlangius merlangus,192,2003
57699,1,Eutrigla gurnardus,192,1996
57700,1,Eutrigla gurnardus,192,1999
57702,2,Crystallogobius linearis,192,1999
57703,2,Crystallogobius linearis,192,2000
57704,2,Crystallogobius linearis,192,2003
57710,3,Crystallogobius linearis,192,1997
57711,3,Crystallogobius linearis,192,2005
57714,4,Crystallogobius linearis,192,2002
57715,4,Crystallogobius linearis,192,2006
57716,4,Crystallogobius linearis,192,2008
57730,4,Manetyngel unknown,192,2008
57767,3,Pomatoschistus minutus,192,1995
57768,3,Pomatoschistus minutus,192,1996
57769,3,Pomatoschistus minutus,192,1997
57770,3,Pomatoschistus minutus,192,1998
57771,3,Pomatoschistus minutus,192,1999
57772,3,Pomatoschistus minutus,192,2000
57773,3,Pomatoschistus minutus,192,2001
57774,3,Pomatoschistus minutus,192,2002
57775,3,Pomatoschistus minutus,192,2003
57776,3,Pomatoschistus minutus,192,2004
57777,3,Pomatoschistus minutus,192,2005
57778,3,Pomatoschistus minutus,192,2006
57779,3,Pomatoschistus minutus,192,2007
57780,3,Pomatoschistus minutus,192,2008
57795,9,Pollachius virens,192,1996
57799,3,Clupea harengus,192,1998
57800,3,Clupea harengus,192,2001
57802,1,Salmo trutta,192,1996
57803,1,Salmo trutta,192,2006
57804,1,Salmo trutta,192,2007
57805,1,Salmo trutta,192,2008
57834,1,Platichthys flesus,192,1997
57835,1,Platichthys flesus,192,1998
57836,1,Platichthys flesus,192,2007
57855,3,Platichthys flesus,192,1995
57856,3,Platichthys flesus,192,1996
57861,1,Gasterosteidae,192,2002
57862,1,Gasterosteidae,192,2006
57864,2,Gasterosteidae,192,1996
57865,2,Gasterosteidae,192,2004
57876,1,Carcinus maenas,192,2000
57877,1,Carcinus maenas,192,2003
57886,3,Carcinus maenas,192,2006
57892,2,Palaemon adspersus,192,1998
57893,2,Palaemon adspersus,192,1999
57894,2,Palaemon adspersus,192,2002
57895,2,Palaemon adspersus,192,2003
57903,3,Palaemon adspersus,192,2004
57904,3,Palaemon adspersus,192,2006
57905,3,Palaemon adspersus,192,2008
57907,4,Palaemon adspersus,192,1997
57908,4,Palaemon adspersus,192,2005
57909,5,Palaemon adspersus,192,2000
57917,1,Trisopterus minutus,192,2007
57918,2,Trisopterus minutus,192,2008
57920,1,Trachurus trachurus,192,2006
57921,1,Trachurus trachurus,192,2008
57922,2,Trachurus trachurus,192,2001
57925,3,Trachurus trachurus,192,2003
57929,2,Gobiusculus flavescens,192,1999
57930,2,Gobiusculus flavescens,192,2000
57931,2,Gobiusculus flavescens,192,2005
57932,2,Gobiusculus flavescens,192,2006
57955,1,Sygnathus typhle,192,1995
57956,1,Sygnathus typhle,192,1996
57957,1,Sygnathus typhle,192,1998
57958,1,Sygnathus typhle,192,1999
57959,1,Sygnathus typhle,192,2005
57960,1,Sygnathus typhle,192,2008
57973,1,Gadus morhua,192,2000
57974,2,Gadus morhua,192,2005
57975,1,Gadus morhua,192,2008
57982,2,Gadus morhua,192,1998
57988,5,Gadus morhua,192,1995
57990,5,Gadus morhua,192,2006
57991,5,Gadus morhua,192,2007
57992,6,Gadus morhua,192,2001
57997,14,Gadus morhua,192,2004
57998,18,Gadus morhua,192,2003
58009,152,Gadus morhua,192,1996
58201,3,Anguilla anguilla,194,1996
58217,3,Ctenolabrus rupestris,194,2000
58218,3,Ctenolabrus rupestris,194,2002
58219,3,Ctenolabrus rupestris,194,2005
58228,1,Cyanea capillata,194,1996
58234,3,Cyanea capillata,194,2006
58235,3,Cyanea capillata,194,2007
58238,4,Cyanea capillata,194,1997
58239,4,Cyanea capillata,194,2001
58242,6,Cyanea capillata,194,1995
58243,7,Cyanea capillata,194,2008
58245,8,Cyanea capillata,194,1998
58246,8,Cyanea capillata,194,2000
58260,2,Sprattus sprattus,194,2004
58266,3,Sprattus sprattus,194,2001
58267,3,Sprattus sprattus,194,2005
58275,1,Symphodus melops,194,1999
58276,1,Symphodus melops,194,2002
58281,2,Symphodus melops,194,1996
58282,2,Symphodus melops,194,1997
58283,2,Symphodus melops,194,2005
58291,1,Crangon crangon,194,1995
58292,1,Crangon crangon,194,1997
58293,1,Crangon crangon,194,2000
58297,3,Crangon crangon,194,1996
58298,4,Crangon crangon,194,1998
58302,1,Merlangius merlangus,194,2000
58306,2,Merlangius merlangus,194,2006
58307,2,Merlangius merlangus,194,2007
58314,5,Merlangius merlangus,194,1997
58316,7,Merlangius merlangus,194,2004
58318,8,Merlangius merlangus,194,2002
58319,8,Merlangius merlangus,194,2003
58320,8,Merlangius merlangus,194,2008
58325,19,Merlangius merlangus,194,1995
58326,19,Merlangius merlangus,194,2005
58342,1,Eutrigla gurnardus,194,1998
58343,2,Eutrigla gurnardus,194,2007
58344,2,Crystallogobius linearis,194,1997
58345,2,Crystallogobius linearis,194,2004
58346,2,Crystallogobius linearis,194,2006
58351,3,Crystallogobius linearis,194,2005
58352,3,Crystallogobius linearis,194,2007
58363,1,Scomber scombrus,194,2008
58366,2,Manetyngel unknown,194,2001
58367,2,Manetyngel unknown,194,2006
58372,3,Manetyngel unknown,194,2007
58373,3,Manetyngel unknown,194,2008
58378,1,Pleuronectes platessa,194,1999
58379,2,Pleuronectes platessa,194,2001
58411,3,Pomatoschistus minutus,194,1995
58412,3,Pomatoschistus minutus,194,1996
58413,3,Pomatoschistus minutus,194,1997
58414,3,Pomatoschistus minutus,194,1998
58415,3,Pomatoschistus minutus,194,1999
58416,3,Pomatoschistus minutus,194,2000
58417,3,Pomatoschistus minutus,194,2001
58418,3,Pomatoschistus minutus,194,2002
58419,3,Pomatoschistus minutus,194,2003
58420,3,Pomatoschistus minutus,194,2004
58421,3,Pomatoschistus minutus,194,2005
58422,3,Pomatoschistus minutus,194,2006
58423,3,Pomatoschistus minutus,194,2007
58424,3,Pomatoschistus minutus,194,2008
58436,1,Pollachius virens,194,2000
58438,1,Clupea harengus,194,1996
58440,2,Clupea harengus,194,2001
58452,1,Salmo trutta,194,1999
58453,1,Salmo trutta,194,2001
58454,1,Salmo trutta,194,2007
58456,2,Salmo trutta,194,2002
58457,2,Salmo trutta,194,2006
58459,2,Polioptila caerulea,194,1996
58467,3,Polioptila caerulea,194,2003
58472,2,Asteroidea,194,1995
58484,4,Asteroidea,194,1996
58494,1,Platichthys flesus,194,1995
58495,1,Platichthys flesus,194,1996
58496,1,Platichthys flesus,194,1998
58497,1,Platichthys flesus,194,2000
58498,1,Platichthys flesus,194,2004
58499,1,Platichthys flesus,194,2005
58500,1,Platichthys flesus,194,2008
58519,3,Platichthys flesus,194,2001
58522,1,Ophiuroidea,194,1995
58526,2,Gasterosteidae,194,1997
58527,2,Gasterosteidae,194,1999
58528,2,Gasterosteidae,194,2000
58529,2,Gasterosteidae,194,2001
58530,2,Gasterosteidae,194,2004
58531,2,Gasterosteidae,194,2007
58532,2,Gasterosteidae,194,2008
58541,3,Gasterosteidae,194,2003
58542,3,Gasterosteidae,194,2005
58546,4,Gasterosteidae,194,2002
58551,1,Carcinus maenas,194,1997
58568,3,Carcinus maenas,194,1996
58569,3,Carcinus maenas,194,1998
58570,3,Carcinus maenas,194,1999
58571,3,Carcinus maenas,194,2000
58572,3,Carcinus maenas,194,2001
58573,3,Carcinus maenas,194,2003
58574,3,Carcinus maenas,194,2005
58583,2,Palaemon adspersus,194,1996
58584,2,Palaemon adspersus,194,1998
58585,2,Palaemon adspersus,194,2000
58586,2,Palaemon adspersus,194,2001
58587,2,Palaemon adspersus,194,2002
58588,2,Palaemon adspersus,194,2003
58589,2,Palaemon adspersus,194,2004
58596,3,Palaemon adspersus,194,1997
58605,1,Trachurus trachurus,194,2005
58609,2,Gobiusculus flavescens,194,1997
58610,2,Gobiusculus flavescens,194,2004
58611,2,Gobiusculus flavescens,194,2006
58612,2,Gobiusculus flavescens,194,2007
58613,2,Gobiusculus flavescens,194,2008
58626,3,Gobiusculus flavescens,194,1996
58627,3,Gobiusculus flavescens,194,2005
58632,1,Sygnathus typhle,194,2002
58644,1,Gadus morhua,194,1998
58645,1,Gadus morhua,194,2000
58646,1,Gadus morhua,194,2004
58647,1,Gadus morhua,194,2006
58649,2,Gadus morhua,194,1999
58652,3,Gadus morhua,194,2005
58655,4,Gadus morhua,194,2003
58656,4,Gadus morhua,194,2007
58657,5,Gadus morhua,194,1996
58686,1,Scorpaenidae,194,2004
58697,1,Anguilla anguilla,195,1995
58714,1,Zoarces viviparus,195,1995
58738,1,Cyanea capillata,195,1995
58739,1,Cyanea capillata,195,1996
58740,1,Cyanea capillata,195,2002
58741,1,Cyanea capillata,195,2003
58745,2,Cyanea capillata,195,1997
58746,2,Cyanea capillata,195,2001
58751,4,Cyanea capillata,195,2004
58752,4,Cyanea capillata,195,2006
58758,9,Cyanea capillata,195,1998
58762,22,Cyanea capillata,195,2008
58768,1,Sprattus sprattus,195,2006
58779,5,Sprattus sprattus,195,2005
58782,1,Callionymus lyra,195,2004
58784,2,Callionymus lyra,195,1999
58785,2,Callionymus lyra,195,2005
58792,1,Symphodus melops,195,1996
58793,1,Symphodus melops,195,2001
58794,1,Symphodus melops,195,2005
58795,1,Symphodus melops,195,2008
58809,1,Crangon crangon,195,1997
58810,1,Crangon crangon,195,1999
58811,2,Crangon crangon,195,1998
58812,2,Crangon crangon,195,2000
58822,1,Merlangius merlangus,195,2006
58823,1,Merlangius merlangus,195,2007
58824,1,Merlangius merlangus,195,2008
58836,3,Merlangius merlangus,195,1998
58839,4,Merlangius merlangus,195,2002
58840,5,Merlangius merlangus,195,1995
58842,6,Merlangius merlangus,195,2004
58843,8,Merlangius merlangus,195,2003
58844,10,Merlangius merlangus,195,2005
58858,1,Echinoidea,195,1996
58866,3,Crystallogobius linearis,195,2002
58884,3,Scomber scombrus,195,1997
58885,2,Manetyngel unknown,195,2004
58886,2,Manetyngel unknown,195,2006
58894,4,Manetyngel unknown,195,2008
58937,3,Pomatoschistus minutus,195,1995
58938,3,Pomatoschistus minutus,195,1996
58939,3,Pomatoschistus minutus,195,1997
58940,3,Pomatoschistus minutus,195,1998
58941,3,Pomatoschistus minutus,195,1999
58942,3,Pomatoschistus minutus,195,2000
58943,3,Pomatoschistus minutus,195,2001
58944,3,Pomatoschistus minutus,195,2002
58945,3,Pomatoschistus minutus,195,2003
58946,3,Pomatoschistus minutus,195,2004
58947,3,Pomatoschistus minutus,195,2005
58948,3,Pomatoschistus minutus,195,2006
58949,3,Pomatoschistus minutus,195,2007
58950,3,Pomatoschistus minutus,195,2008
58963,2,Pollachius virens,195,2001
58964,3,Pollachius virens,195,1996
58971,3,Clupea harengus,195,2005
58977,1,Salmo trutta,195,1997
58978,1,Salmo trutta,195,2007
58996,3,Polioptila caerulea,195,1996
59000,1,Asteroidea,195,1995
59023,1,Platichthys flesus,195,1995
59024,1,Platichthys flesus,195,1996
59025,1,Platichthys flesus,195,1998
59026,1,Platichthys flesus,195,2000
59027,1,Platichthys flesus,195,2003
59028,1,Platichthys flesus,195,2007
59037,2,Platichthys flesus,195,2001
59038,2,Platichthys flesus,195,2002
59039,2,Platichthys flesus,195,2006
59059,1,Gasterosteidae,195,2001
59063,2,Gasterosteidae,195,1995
59064,2,Gasterosteidae,195,1996
59065,2,Gasterosteidae,195,1997
59066,2,Gasterosteidae,195,1998
59067,2,Gasterosteidae,195,1999
59068,2,Gasterosteidae,195,2000
59069,2,Gasterosteidae,195,2002
59070,2,Gasterosteidae,195,2003
59071,2,Gasterosteidae,195,2008
59082,3,Gasterosteidae,195,2006
59088,1,Carcinus maenas,195,1999
59089,1,Carcinus maenas,195,2004
59090,1,Carcinus maenas,195,2005
59091,1,Carcinus maenas,195,2006
59092,1,Carcinus maenas,195,2007
59108,3,Carcinus maenas,195,1996
59109,3,Carcinus maenas,195,2003
59112,2,Palaemon adspersus,195,1996
59113,2,Palaemon adspersus,195,1998
59114,2,Palaemon adspersus,195,2002
59115,2,Palaemon adspersus,195,2004
59121,3,Palaemon adspersus,195,1997
59127,1,Trachurus trachurus,195,1998
59128,2,Trachurus trachurus,195,2008
59130,3,Trachurus trachurus,195,2007
59136,2,Gobiusculus flavescens,195,1995
59137,2,Gobiusculus flavescens,195,1996
59138,2,Gobiusculus flavescens,195,1999
59139,2,Gobiusculus flavescens,195,2000
59140,2,Gobiusculus flavescens,195,2004
59141,2,Gobiusculus flavescens,195,2008
59162,3,Gobiusculus flavescens,195,1998
59168,1,Sygnathus typhle,195,1996
59186,2,Gadus morhua,195,1998
59187,1,Gadus morhua,195,1999
59188,2,Gadus morhua,195,2001
59189,1,Gadus morhua,195,2005
59191,2,Gadus morhua,195,2007
59195,3,Gadus morhua,195,1995
59198,5,Gadus morhua,195,2008
59207,16,Gadus morhua,195,2003
59225,1,Gadus morhua,195,1997
59350,1,Anguilla anguilla,197,1996
59355,3,Ctenolabrus rupestris,197,1996
59356,3,Ctenolabrus rupestris,197,1998
59357,3,Ctenolabrus rupestris,197,2000
59358,3,Ctenolabrus rupestris,197,2002
59359,3,Ctenolabrus rupestris,197,2003
59360,3,Ctenolabrus rupestris,197,2005
59361,3,Ctenolabrus rupestris,197,2006
59362,3,Ctenolabrus rupestris,197,2007
59369,1,Labrus bergylta,197,1998
59370,1,Labrus bergylta,197,2006
59372,2,Labrus bergylta,197,2005
59376,1,Cyanea capillata,197,1999
59377,1,Cyanea capillata,197,2003
59378,1,Cyanea capillata,197,2004
59379,1,Cyanea capillata,197,2005
59382,2,Cyanea capillata,197,1996
59383,2,Cyanea capillata,197,1998
59384,2,Cyanea capillata,197,2006
59386,5,Cyanea capillata,197,1997
59387,5,Cyanea capillata,197,2000
59391,15,Cyanea capillata,197,1995
59393,20,Cyanea capillata,197,2008
59394,1,Sprattus sprattus,197,2002
59398,3,Sprattus sprattus,197,2001
